Type,Class,Month,Year,Price
Pico,Class E,May,2014,70
Pico,Class E,June,2014,70
Pico,Class E,July,2014,93
Pico,Class E,August,2014,117
Pico,Class E,September,2014,117
Pico,Class E,October,2014,117
Pico,Class E,November,2014,117
Pico,Class E,December,2014,117
Pico,Class E,January,2015,105
Pico,Class E,February,2015,105
Pico,Class E,March,2015,105
Pico,Class E,April,2015,82
Pico,Class E,May,2015,58
Pico,Class E,June,2015,58
Pico,Class E,July,2015,58
Pico,Class E,August,2015,93
Pico,Class E,September,2015,140
Pico,Class E,October,2015,140
Pico,Class E,November,2015,140
Pico,Class E,December,2015,140
Pico,Class E,January,2016,140
Pico,Class E,February,2016,93
Pico,Class E,March,2016,93
Pico,Class E,April,2016,105
Pico,Class E,May,2016,93
Pico,Class E,June,2016,93
Pico,Class E,July,2016,105
Pico,Class E,August,2016,140
Pico,Class E,September,2016,175
Pico,Class E,October,2016,210
Pico,Class E,November,2016,140
Pico,Class E,December,2016,140
Pico,Class E,January,2017,105
Pico,Class E,February,2017,117
Pico,Class E,March,2017,117
Pico,Class E,April,2017,117
Pico,Class E,May,2017,111
Pico,Class E,June,2017,105
Pico,Class E,July,2017,111
Pico,Class E,August,2017,140
Pico,Class E,September,2017,140
Pico,Class E,October,2017,140
Pico,Class E,November,2017,140
Pico,Class E,December,2017,163
Pico,Class E,January,2018,187
Pico,Class E,February,2018,187
Pico,Class E,March,2018,187
Pico,Class E,April,2018,140
Pico,Class E,May,2018,140
Pico,Class E,June,2018,117
Pico,Class E,July,2018,117
Pico,Class E,August,2018,117
Pico,Class E,September,2018,117
Pico,Class E,October,2018,152
Pico,Class E,November,2018,175
Pico,Class E,December,2018,152
Pico,Class E,January,2019,140
Pico,Class E,February,2019,140
Pico,Class E,March,2019,140
Pico,Class E,April,2019,140
Pico,Class E,May,2019,117
Pico,Class E,June,2019,94
Pico,Class E,July,2019,140
Pico,Class E,August,2019,198
Pico,Class E,September,2019,233
Pico,Class E,October,2019,175
Pico,Class E,November,2019,198
Pico,Class E,December,2019,175
Pico,Class E,January,2020,175
Pico,Class E,February,2020,175
Pico,Class E,March,2020,175
Pico,Class E,April,2020,187
Pico,Class E,May,2020,169
Pico,Class E,June,2020,117
Pico,Class E,July,2020,152
Pico,Class E,August,2020,163
Pico,Class E,September,2020,175
Pico,Class E,October,2020,175
Pico,Class E,November,2020,175
Pico,Class E,December,2020,175
Pico,Class E,January,2021,233
Pico,Class E,February,2021,187
Pico,Class E,March,2021,175
Pico,Class E,April,2021,175
Pico,Class E,May,2021,163
Pico,Class E,June,2021,117
Pico,Class E,July,2021,175
Pico,Class E,August,2021,210
Pico,Class E,September,2021,210
Pico,Class E,October,2021,210
Pico,Class E,November,2021,198
Pico,Class E,December,2021,210
Pico,Class E,January,2022,210
Pico,Class E,February,2022,210
Pico,Class E,March,2022,163
Pico,Class E,April,2022,140
Pico,Class E,May,2022,140
Pico,Class E,June,2022,140
Pico,Class E,July,2022,233
Pico,Class E,August,2022,233
Pico,Class E,September,2022,257
Pico,Class E,October,2022,210
Pico,Class E,November,2022,210
Pico,Class E,December,2022,210
Pico,Class E,January,2023,210
Pico,Class E,February,2023,210
Pico,Class E,March,2023,210
Pico,Class E,April,2023,210
Pico,Class E,May,2023,175
Pico,Class E,June,2023,175
Pico,Class E,July,2023,187
Pico,Class E,August,2023,175
Pico,Class E,September,2023,327
Pico,Class E,October,2023,222
Pico,Class E,November,2023,210
Pico,Class E,December,2023,210
Pico,Class E,January,2024,210
Pico,Class E,February,2024,210
Pico,Class E,March,2024,175
Pico,Class E,April,2024,175
Pico,Class E,May,2024,117
